PetID,PetType,Breed,Color,Size,Gender,pet_details,pet_characteristics
169,Dog,Retriever,beige,Large,Female,"friendly, loyal, gentle, intelligent, playful, patient, is very cuddly","medium to large build, athletic body, dense water-resistant coat, floppy ears"
170,Dog,Retriever,orange,Medium,Female,"friendly, loyal, gentle, intelligent, playful, patient, loves to fetch","medium to large build, athletic body, dense water-resistant coat, floppy ears"
171,Dog,Retriever,white,Large,Female,"friendly, loyal, gentle, intelligent, playful, patient, loves belly rubs, is a bit shy around strangers","medium to large build, athletic body, dense water-resistant coat, floppy ears"
172,Dog,Retriever,orange,Small,Male,"friendly, loyal, gentle, intelligent, playful, patient, has expressive eyes","medium to large build, athletic body, dense water-resistant coat, floppy ears"
173,Dog,Retriever,orange,Medium,Female,"friendly, loyal, gentle, intelligent, playful, patient, is a bit shy around strangers, has a loud bark","medium to large build, athletic body, dense water-resistant coat, floppy ears"
174,Dog,Retriever,white,Large,Male,"friendly, loyal, gentle, intelligent, playful, patient, loves to chase squirrels","medium to large build, athletic body, dense water-resistant coat, floppy ears"
175,Dog,Retriever,orange,Medium,Male,"friendly, loyal, gentle, intelligent, playful, patient, is great with kids, is very playful","medium to large build, athletic body, dense water-resistant coat, floppy ears"
176,Dog,Retriever,orange,Medium,Female,"friendly, loyal, gentle, intelligent, playful, patient, is fluffy, loves to chase squirrels","medium to large build, athletic body, dense water-resistant coat, floppy ears"
177,Dog,Retriever,beige,Medium,Female,"friendly, loyal, gentle, intelligent, playful, patient, is a bit shy around strangers, loves to chase squirrels","medium to large build, athletic body, dense water-resistant coat, floppy ears"
178,Dog,Retriever,white,Small,Female,"friendly, loyal, gentle, intelligent, playful, patient, is always wagging tail","medium to large build, athletic body, dense water-resistant coat, floppy ears"
179,Dog,Retriever,white,Small,Female,"friendly, loyal, gentle, intelligent, playful, patient, loves belly rubs","medium to large build, athletic body, dense water-resistant coat, floppy ears"
180,Dog,Retriever,beige,Large,Female,"friendly, loyal, gentle, intelligent, playful, patient, is great with kids, is learning new tricks","medium to large build, athletic body, dense water-resistant coat, floppy ears"
181,Dog,Retriever,orange,Large,Female,"friendly, loyal, gentle, intelligent, playful, patient, is great with kids","medium to large build, athletic body, dense water-resistant coat, floppy ears"
182,Dog,Retriever,white,Large,Female,"friendly, loyal, gentle, intelligent, playful, patient, is very cuddly","medium to large build, athletic body, dense water-resistant coat, floppy ears"
183,Dog,Retriever,orange,Medium,Male,"friendly, loyal, gentle, intelligent, playful, patient, is an excellent guard dog, loves to fetch","medium to large build, athletic body, dense water-resistant coat, floppy ears"
184,Dog,Retriever,white,Small,Female,"friendly, loyal, gentle, intelligent, playful, patient, loves to chase squirrels","medium to large build, athletic body, dense water-resistant coat, floppy ears"
185,Dog,Retriever,white,Large,Female,"friendly, loyal, gentle, intelligent, playful, patient, has expressive eyes","medium to large build, athletic body, dense water-resistant coat, floppy ears"
186,Dog,Retriever,orange,Large,Male,"friendly, loyal, gentle, intelligent, playful, patient, has a loud bark","medium to large build, athletic body, dense water-resistant coat, floppy ears"
187,Dog,Retriever,beige,Large,Female,"friendly, loyal, gentle, intelligent, playful, patient, is always wagging tail","medium to large build, athletic body, dense water-resistant coat, floppy ears"
188,Dog,Retriever,beige,Large,Female,"friendly, loyal, gentle, intelligent, playful, patient, loves belly rubs, has expressive eyes","medium to large build, athletic body, dense water-resistant coat, floppy ears"
189,Dog,Retriever,beige,Large,Female,"friendly, loyal, gentle, intelligent, playful, patient, prefers quiet evenings at home","medium to large build, athletic body, dense water-resistant coat, floppy ears"
190,Dog,Retriever,white,Small,Female,"friendly, loyal, gentle, intelligent, playful, patient, is learning new tricks, is an excellent guard dog","medium to large build, athletic body, dense water-resistant coat, floppy ears"
191,Dog,Retriever,beige,Large,Male,"friendly, loyal, gentle, intelligent, playful, patient, is learning new tricks","medium to large build, athletic body, dense water-resistant coat, floppy ears"
192,Dog,Retriever,orange,Small,Male,"friendly, loyal, gentle, intelligent, playful, patient, is fluffy","medium to large build, athletic body, dense water-resistant coat, floppy ears"
193,Dog,Retriever,orange,Medium,Female,"friendly, loyal, gentle, intelligent, playful, patient, is great with kids, is very playful","medium to large build, athletic body, dense water-resistant coat, floppy ears"
194,Dog,Retriever,orange,Medium,Female,"friendly, loyal, gentle, intelligent, playful, patient, has a loud bark","medium to large build, athletic body, dense water-resistant coat, floppy ears"
195,Dog,Retriever,orange,Small,Female,"friendly, loyal, gentle, intelligent, playful, patient, is very playful","medium to large build, athletic body, dense water-resistant coat, floppy ears"
196,Dog,Retriever,white,Medium,Male,"friendly, loyal, gentle, intelligent, playful, patient, is fluffy","medium to large build, athletic body, dense water-resistant coat, floppy ears"
197,Dog,Retriever,beige,Small,Male,"friendly, loyal, gentle, intelligent, playful, patient, is an excellent guard dog, has a loud bark","medium to large build, athletic body, dense water-resistant coat, floppy ears"
198,Dog,Retriever,beige,Large,Female,"friendly, loyal, gentle, intelligent, playful, patient, has a loud bark, is fluffy","medium to large build, athletic body, dense water-resistant coat, floppy ears"
199,Dog,Retriever,white,Medium,Female,"friendly, loyal, gentle, intelligent, playful, patient, is great with kids, prefers quiet evenings at home","medium to large build, athletic body, dense water-resistant coat, floppy ears"
200,Dog,Retriever,beige,Medium,Female,"friendly, loyal, gentle, intelligent, playful, patient, loves to chase squirrels, loves to fetch","medium to large build, athletic body, dense water-resistant coat, floppy ears"
201,Dog,Labrador,black,Small,Female,"energetic, outgoing, friendly, playful, loyal, active, loves to fetch","sturdy body, short dense coat, otter-like tail, broad head"
202,Dog,Labrador,beige,Large,Male,"energetic, outgoing, friendly, playful, loyal, active, has a loud bark, is fluffy","sturdy body, short dense coat, otter-like tail, broad head"
203,Dog,Labrador,black,Large,Male,"energetic, outgoing, friendly, playful, loyal, active, is fluffy","sturdy body, short dense coat, otter-like tail, broad head"
204,Dog,Labrador,black,Small,Female,"energetic, outgoing, friendly, playful, loyal, active, is always wagging tail","sturdy body, short dense coat, otter-like tail, broad head"
205,Dog,Labrador,brown,Large,Female,"energetic, outgoing, friendly, playful, loyal, active, is very cuddly, is a bit shy around strangers","sturdy body, short dense coat, otter-like tail, broad head"
206,Dog,Labrador,brown,Small,Female,"energetic, outgoing, friendly, playful, loyal, active, is very playful","sturdy body, short dense coat, otter-like tail, broad head"
207,Dog,Labrador,brown,Small,Male,"energetic, outgoing, friendly, playful, loyal, active, is learning new tricks","sturdy body, short dense coat, otter-like tail, broad head"
208,Dog,Labrador,black,Medium,Male,"energetic, outgoing, friendly, playful, loyal, active, is an excellent guard dog, loves to fetch","sturdy body, short dense coat, otter-like tail, broad head"
209,Dog,Labrador,brown,Medium,Female,"energetic, outgoing, friendly, playful, loyal, active, is learning new tricks, is very cuddly","sturdy body, short dense coat, otter-like tail, broad head"
210,Dog,Labrador,brown,Large,Female,"energetic, outgoing, friendly, playful, loyal, active, is always wagging tail","sturdy body, short dense coat, otter-like tail, broad head"
211,Dog,Labrador,brown,Medium,Female,"energetic, outgoing, friendly, playful, loyal, active, is great with kids, loves belly rubs","sturdy body, short dense coat, otter-like tail, broad head"
212,Dog,Labrador,beige,Medium,Female,"energetic, outgoing, friendly, playful, loyal, active, loves to chase squirrels","sturdy body, short dense coat, otter-like tail, broad head"
213,Dog,Labrador,black,Medium,Male,"energetic, outgoing, friendly, playful, loyal, active, is always wagging tail","sturdy body, short dense coat, otter-like tail, broad head"
214,Dog,Labrador,brown,Large,Male,"energetic, outgoing, friendly, playful, loyal, active, is very playful, is always wagging tail","sturdy body, short dense coat, otter-like tail, broad head"
215,Dog,Labrador,brown,Medium,Male,"energetic, outgoing, friendly, playful, loyal, active, is fluffy, has expressive eyes","sturdy body, short dense coat, otter-like tail, broad head"
216,Dog,Labrador,brown,Large,Female,"energetic, outgoing, friendly, playful, loyal, active, loves belly rubs, is an excellent guard dog","sturdy body, short dense coat, otter-like tail, broad head"
217,Dog,Labrador,beige,Small,Male,"energetic, outgoing, friendly, playful, loyal, active, is an excellent guard dog, is very cuddly","sturdy body, short dense coat, otter-like tail, broad head"
218,Dog,Labrador,beige,Small,Female,"energetic, outgoing, friendly, playful, loyal, active, has expressive eyes, loves to fetch","sturdy body, short dense coat, otter-like tail, broad head"
219,Dog,Labrador,beige,Large,Female,"energetic, outgoing, friendly, playful, loyal, active, has expressive eyes","sturdy body, short dense coat, otter-like tail, broad head"
